Timestamp, Temp(C), DO(mg/L), Salinity(PPT), pH, Status
2026-07-23 20:09:31, 12.23, 5.82, 26.23, 8.59, ALERT: Temp Error (12.23°C) | Salinity Error (26.23 PPT) | pH Error (8.59)
2026-07-23 20:09:32, 24.5, 6.79, 33.79, 7.59, ALERT: Temp Error (24.5°C)
2026-07-23 20:09:33, 21.18, 8.38, 35.98, 8.72, ALERT: pH Error (8.72)
2026-07-23 20:09:34, 12.53, 8.22, 30.32, 8.76, ALERT: Temp Error (12.53°C) | pH Error (8.76)
2026-07-23 20:09:35, 22.24, 7.29, 28.26, 8.42, System Stable
2026-07-23 20:09:36, 22.98, 8.24, 30.19, 7.12, ALERT: pH Error (7.12)
2026-07-23 20:09:37, 25.56, 8.06, 34.78, 7.71, ALERT: Temp Error (25.56°C)
2026-07-23 20:09:38, 21.06, 4.2, 26.92, 7.07, ALERT: Low Oxygen (4.2 mg/L) | Salinity Error (26.92 PPT) | pH Error (7.07)
2026-07-23 20:09:39, 19.77, 7.73, 26.47, 8.9, ALERT: Salinity Error (26.47 PPT) | pH Error (8.9)
2026-07-23 20:09:40, 18.44, 6.37, 26.36, 7.0, ALERT: Salinity Error (26.36 PPT) | pH Error (7.0)
2026-07-23 20:09:41, 23.63, 6.6, 30.8, 7.53, System Stable
2026-07-23 20:09:42, 12.34, 8.1, 33.41, 8.8, ALERT: Temp Error (12.34°C) | pH Error (8.8)
2026-07-23 20:09:43, 21.83, 7.71, 35.54, 7.91, System Stable
2026-07-23 20:09:44, 13.61, 4.87, 27.75, 8.93, ALERT: Temp Error (13.61°C) | Low Oxygen (4.87 mg/L) | Salinity Error (27.75 PPT) | pH Error (8.93)
2026-07-23 20:09:45, 18.39, 5.89, 37.56, 7.1, ALERT: Salinity Error (37.56 PPT) | pH Error (7.1)
2026-07-23 20:09:46, 22.33, 5.4, 33.03, 8.56, ALERT: pH Error (8.56)
2026-07-23 20:09:47, 23.61, 5.13, 35.09, 7.32, ALERT: pH Error (7.32)
2026-07-23 20:09:48, 23.91, 4.69, 30.84, 8.71, ALERT: Low Oxygen (4.69 mg/L) | pH Error (8.71)
2026-07-23 20:09:49, 23.52, 5.78, 34.11, 8.13, System Stable
2026-07-23 20:09:50, 22.74, 6.5, 34.9, 8.06, System Stable
2026-07-23 20:09:51, 12.03, 8.21, 34.69, 8.88, ALERT: Temp Error (12.03°C) | pH Error (8.88)
2026-07-23 20:09:52, 23.67, 4.5, 26.89, 8.14, ALERT: Low Oxygen (4.5 mg/L) | Salinity Error (26.89 PPT)
2026-07-23 20:09:53, 13.09, 8.14, 33.27, 8.64, ALERT: Temp Error (13.09°C) | pH Error (8.64)
2026-07-23 20:09:54, 14.88, 4.48, 33.44, 8.84, ALERT: Low Oxygen (4.48 mg/L) | pH Error (8.84)
2026-07-23 20:09:55, 13.04, 8.5, 30.29, 8.63, ALERT: Temp Error (13.04°C) | pH Error (8.63)
2026-07-23 20:09:56, 15.12, 5.27, 26.89, 8.92, ALERT: Salinity Error (26.89 PPT) | pH Error (8.92)
2026-07-23 20:09:57, 24.38, 7.47, 35.94, 8.25, ALERT: Temp Error (24.38°C)
2026-07-23 20:09:58, 15.3, 6.95, 32.82, 8.56, ALERT: pH Error (8.56)
2026-07-23 20:09:59, 15.38, 7.69, 35.34, 8.57, ALERT: pH Error (8.57)
2026-07-23 20:10:00, 23.18, 5.43, 36.06, 7.98, ALERT: Salinity Error (36.06 PPT)
2026-07-23 20:10:01, 15.65, 8.26, 33.05, 8.54, ALERT: pH Error (8.54)
2026-07-23 20:10:02, 23.56, 6.02, 27.34, 8.99, ALERT: Salinity Error (27.34 PPT) | pH Error (8.99)
2026-07-23 20:10:03, 17.94, 4.02, 36.49, 7.32, ALERT: Low Oxygen (4.02 mg/L) | Salinity Error (36.49 PPT) | pH Error (7.32)
2026-07-23 20:10:04, 13.94, 4.96, 33.34, 8.95, ALERT: Temp Error (13.94°C) | Low Oxygen (4.96 mg/L) | pH Error (8.95)
2026-07-23 20:10:05, 21.88, 4.58, 34.87, 7.81, ALERT: Low Oxygen (4.58 mg/L)
2026-07-23 20:10:06, 23.27, 8.13, 34.36, 8.59, ALERT: pH Error (8.59)
2026-07-23 20:10:07, 17.27, 6.65, 26.88, 8.27, ALERT: Salinity Error (26.88 PPT)
2026-07-23 20:10:08, 24.26, 6.4, 33.35, 8.32, ALERT: Temp Error (24.26°C)
2026-07-23 20:10:09, 12.86, 6.1, 28.31, 7.52, ALERT: Temp Error (12.86°C)
2026-07-23 20:10:10, 17.15, 4.03, 33.25, 8.76, ALERT: Low Oxygen (4.03 mg/L) | pH Error (8.76)
2026-07-23 20:10:11, 23.48, 6.43, 28.09, 7.62, System Stable
2026-07-23 20:10:12, 25.27, 5.44, 28.3, 8.07, ALERT: Temp Error (25.27°C)
2026-07-23 20:10:13, 14.1, 7.5, 32.42, 7.7, System Stable
2026-07-23 20:10:14, 18.92, 8.15, 32.65, 7.35, ALERT: pH Error (7.35)
2026-07-23 20:10:15, 12.12, 7.95, 37.52, 8.8, ALERT: Temp Error (12.12°C) | Salinity Error (37.52 PPT) | pH Error (8.8)
2026-07-23 20:10:16, 20.0, 7.61, 35.43, 8.77, ALERT: pH Error (8.77)
2026-07-23 20:10:17, 13.98, 5.91, 32.85, 7.84, ALERT: Temp Error (13.98°C)
2026-07-23 20:10:18, 24.97, 5.44, 36.09, 7.52, ALERT: Temp Error (24.97°C) | Salinity Error (36.09 PPT)
2026-07-23 20:10:19, 13.12, 5.68, 32.83, 7.04, ALERT: Temp Error (13.12°C) | pH Error (7.04)
2026-07-23 20:10:20, 25.18, 7.75, 28.56, 7.46, ALERT: Temp Error (25.18°C) | pH Error (7.46)
2026-07-23 20:10:21, 12.01, 4.22, 27.03, 8.56, ALERT: Temp Error (12.01°C) | Low Oxygen (4.22 mg/L) | Salinity Error (27.03 PPT) | pH Error (8.56)
2026-07-23 20:10:22, 16.86, 7.61, 31.75, 7.73, System Stable
2026-07-23 20:10:23, 23.81, 7.69, 34.77, 7.77, System Stable
2026-07-23 20:10:24, 25.05, 8.14, 37.93, 7.22, ALERT: Temp Error (25.05°C) | Salinity Error (37.93 PPT) | pH Error (7.22)
2026-07-23 20:10:25, 13.83, 7.75, 31.87, 8.93, ALERT: Temp Error (13.83°C) | pH Error (8.93)
2026-07-23 20:10:26, 16.49, 4.71, 33.56, 7.47, ALERT: Low Oxygen (4.71 mg/L) | pH Error (7.47)
2026-07-23 20:10:27, 17.12, 8.26, 30.29, 8.09, System Stable
2026-07-23 20:10:28, 14.63, 8.05, 35.45, 8.97, ALERT: pH Error (8.97)
2026-07-23 20:10:29, 16.77, 7.54, 37.84, 8.63, ALERT: Salinity Error (37.84 PPT) | pH Error (8.63)
2026-07-23 20:10:30, 15.33, 4.39, 32.7, 8.53, ALERT: Low Oxygen (4.39 mg/L) | pH Error (8.53)
2026-07-23 20:10:31, 24.33, 4.1, 28.5, 8.55, ALERT: Temp Error (24.33°C) | Low Oxygen (4.1 mg/L) | pH Error (8.55)
2026-07-23 20:10:32, 20.41, 4.04, 26.83, 8.31, ALERT: Low Oxygen (4.04 mg/L) | Salinity Error (26.83 PPT)
2026-07-23 20:10:33, 12.61, 7.37, 37.5, 7.08, ALERT: Temp Error (12.61°C) | Salinity Error (37.5 PPT) | pH Error (7.08)
2026-07-23 20:10:34, 16.06, 7.41, 35.63, 8.5, System Stable
2026-07-23 20:10:35, 12.21, 5.54, 36.94, 7.29, ALERT: Temp Error (12.21°C) | Salinity Error (36.94 PPT) | pH Error (7.29)
2026-07-23 20:10:36, 19.14, 7.8, 32.77, 7.09, ALERT: pH Error (7.09)
2026-07-23 20:10:37, 23.49, 4.98, 27.67, 8.14, ALERT: Low Oxygen (4.98 mg/L) | Salinity Error (27.67 PPT)
2026-07-23 20:10:38, 22.77, 4.41, 28.73, 8.75, ALERT: Low Oxygen (4.41 mg/L) | pH Error (8.75)
2026-07-23 20:10:39, 15.96, 4.2, 27.28, 7.42, ALERT: Low Oxygen (4.2 mg/L) | Salinity Error (27.28 PPT) | pH Error (7.42)
2026-07-23 20:10:40, 24.22, 8.12, 30.51, 7.5, ALERT: Temp Error (24.22°C)
2026-07-23 20:10:41, 18.85, 7.24, 34.3, 7.91, System Stable
2026-07-23 20:10:42, 16.35, 4.83, 33.52, 8.02, ALERT: Low Oxygen (4.83 mg/L)
2026-07-23 20:10:43, 23.99, 4.56, 32.75, 7.31, ALERT: Low Oxygen (4.56 mg/L) | pH Error (7.31)
2026-07-23 20:10:44, 18.58, 8.12, 31.59, 8.93, ALERT: pH Error (8.93)
2026-07-23 20:10:45, 12.78, 7.28, 37.42, 7.97, ALERT: Temp Error (12.78°C) | Salinity Error (37.42 PPT)
2026-07-23 20:10:46, 24.71, 5.24, 36.38, 8.61, ALERT: Temp Error (24.71°C) | Salinity Error (36.38 PPT) | pH Error (8.61)
2026-07-23 20:10:47, 17.89, 5.09, 28.06, 8.03, System Stable
2026-07-23 20:10:48, 23.28, 7.24, 29.83, 7.6, System Stable
2026-07-23 20:10:49, 13.9, 6.67, 36.41, 8.91, ALERT: Temp Error (13.9°C) | Salinity Error (36.41 PPT) | pH Error (8.91)
2026-07-23 20:10:50, 13.22, 6.79, 28.99, 7.93, ALERT: Temp Error (13.22°C)
2026-07-23 20:10:51, 24.98, 4.29, 35.12, 8.11, ALERT: Temp Error (24.98°C) | Low Oxygen (4.29 mg/L)
2026-07-23 20:10:52, 18.49, 6.65, 30.33, 8.63, ALERT: pH Error (8.63)
2026-07-23 20:10:53, 18.85, 5.49, 33.97, 8.52, ALERT: pH Error (8.52)
2026-07-23 20:10:54, 16.51, 5.71, 32.93, 7.74, System Stable
2026-07-23 20:10:55, 22.61, 6.2, 37.07, 7.38, ALERT: Salinity Error (37.07 PPT) | pH Error (7.38)
2026-07-23 20:10:56, 17.54, 5.48, 35.57, 8.02, System Stable
2026-07-23 20:10:57, 17.84, 7.31, 30.46, 8.61, ALERT: pH Error (8.61)
2026-07-23 20:10:58, 25.9, 8.08, 27.47, 8.82, ALERT: Temp Error (25.9°C) | Salinity Error (27.47 PPT) | pH Error (8.82)
2026-07-23 20:10:59, 18.63, 8.41, 33.33, 8.61, ALERT: pH Error (8.61)
2026-07-23 20:11:00, 19.35, 8.21, 27.56, 7.32, ALERT: Salinity Error (27.56 PPT) | pH Error (7.32)
2026-07-23 20:11:01, 14.64, 4.12, 33.68, 7.35, ALERT: Low Oxygen (4.12 mg/L) | pH Error (7.35)
2026-07-23 20:11:02, 22.45, 6.76, 28.41, 7.93, System Stable
2026-07-23 20:11:03, 18.99, 6.87, 36.49, 8.48, ALERT: Salinity Error (36.49 PPT)
2026-07-23 20:11:04, 23.1, 4.49, 37.35, 8.94, ALERT: Low Oxygen (4.49 mg/L) | Salinity Error (37.35 PPT) | pH Error (8.94)
2026-07-23 20:11:05, 22.0, 8.29, 37.7, 7.9, ALERT: Salinity Error (37.7 PPT)
2026-07-23 20:11:06, 22.83, 4.43, 26.04, 7.77, ALERT: Low Oxygen (4.43 mg/L) | Salinity Error (26.04 PPT)
2026-07-23 20:11:07, 24.87, 5.74, 29.12, 7.72, ALERT: Temp Error (24.87°C)
2026-07-23 20:11:08, 18.51, 8.46, 37.57, 8.85, ALERT: Salinity Error (37.57 PPT) | pH Error (8.85)
2026-07-23 20:11:09, 19.06, 5.21, 26.17, 7.42, ALERT: Salinity Error (26.17 PPT) | pH Error (7.42)
2026-07-23 20:11:10, 19.55, 6.47, 37.18, 8.41, ALERT: Salinity Error (37.18 PPT)
2026-07-23 20:11:11, 22.4, 4.28, 33.15, 7.98, ALERT: Low Oxygen (4.28 mg/L)
2026-07-23 20:11:12, 18.74, 4.0, 33.04, 8.9, ALERT: Low Oxygen (4.0 mg/L) | pH Error (8.9)
2026-07-23 20:11:13, 12.87, 7.18, 27.0, 8.41, ALERT: Temp Error (12.87°C) | Salinity Error (27.0 PPT)
2026-07-23 20:11:14, 17.82, 7.99, 26.31, 8.41, ALERT: Salinity Error (26.31 PPT)
2026-07-23 20:11:15, 17.14, 7.6, 31.98, 7.87, System Stable
2026-07-23 20:11:16, 17.47, 7.67, 31.34, 7.81, System Stable
2026-07-23 20:11:17, 13.08, 7.4, 29.26, 7.53, ALERT: Temp Error (13.08°C)
2026-07-23 20:11:18, 17.9, 5.61, 33.72, 8.23, System Stable
2026-07-23 20:11:19, 18.23, 5.11, 33.96, 7.6, System Stable
2026-07-23 20:11:20, 22.9, 8.15, 35.32, 7.32, ALERT: pH Error (7.32)
2026-07-23 20:11:21, 14.7, 7.35, 32.33, 7.89, System Stable
2026-07-23 20:11:22, 23.99, 5.08, 26.42, 8.92, ALERT: Salinity Error (26.42 PPT) | pH Error (8.92)
2026-07-23 20:11:23, 20.61, 6.14, 35.02, 8.16, System Stable
2026-07-23 20:11:24, 15.74, 5.19, 35.13, 8.15, System Stable
2026-07-23 20:11:25, 15.03, 7.29, 31.94, 8.38, System Stable
2026-07-23 20:11:26, 12.72, 7.65, 37.72, 8.76, ALERT: Temp Error (12.72°C) | Salinity Error (37.72 PPT) | pH Error (8.76)
2026-07-23 20:11:27, 17.99, 6.16, 37.22, 8.35, ALERT: Salinity Error (37.22 PPT)
2026-07-23 20:11:28, 23.1, 8.41, 32.31, 8.07, System Stable
2026-07-23 20:11:29, 16.55, 4.65, 36.9, 8.23, ALERT: Low Oxygen (4.65 mg/L) | Salinity Error (36.9 PPT)
2026-07-23 20:11:30, 18.02, 8.39, 34.17, 8.55, ALERT: pH Error (8.55)
2026-07-23 20:11:31, 13.15, 4.78, 29.03, 8.52, ALERT: Temp Error (13.15°C) | Low Oxygen (4.78 mg/L) | pH Error (8.52)
2026-07-23 20:11:32, 22.46, 6.18, 30.13, 8.49, System Stable
2026-07-23 20:11:33, 23.17, 5.78, 28.38, 8.24, System Stable
2026-07-23 20:11:34, 20.3, 4.04, 28.14, 8.04, ALERT: Low Oxygen (4.04 mg/L)
2026-07-23 20:11:35, 13.6, 4.92, 36.66, 7.72, ALERT: Temp Error (13.6°C) | Low Oxygen (4.92 mg/L) | Salinity Error (36.66 PPT)
2026-07-23 20:11:36, 17.87, 7.1, 29.11, 7.78, System Stable
2026-07-23 20:11:37, 22.63, 6.63, 30.47, 8.51, ALERT: pH Error (8.51)
2026-07-23 20:11:38, 22.82, 6.22, 37.52, 7.93, ALERT: Salinity Error (37.52 PPT)
2026-07-23 20:11:39, 13.55, 5.6, 37.65, 7.74, ALERT: Temp Error (13.55°C) | Salinity Error (37.65 PPT)
2026-07-23 20:11:40, 25.77, 4.83, 36.27, 7.02, ALERT: Temp Error (25.77°C) | Low Oxygen (4.83 mg/L) | Salinity Error (36.27 PPT) | pH Error (7.02)
2026-07-23 20:11:41, 14.19, 5.69, 35.47, 8.04, System Stable
2026-07-23 20:11:42, 16.49, 5.82, 26.06, 7.85, ALERT: Salinity Error (26.06 PPT)
2026-07-23 20:11:43, 16.43, 4.92, 31.04, 8.31, ALERT: Low Oxygen (4.92 mg/L)
2026-07-23 20:11:44, 24.07, 6.19, 34.43, 7.92, ALERT: Temp Error (24.07°C)
2026-07-23 20:11:45, 18.55, 4.29, 33.98, 8.49, ALERT: Low Oxygen (4.29 mg/L)
2026-07-23 20:11:46, 14.64, 6.31, 33.78, 7.86, System Stable
2026-07-23 20:11:47, 18.82, 5.92, 28.22, 8.49, System Stable
2026-07-23 20:11:48, 22.88, 4.63, 36.72, 8.25, ALERT: Low Oxygen (4.63 mg/L) | Salinity Error (36.72 PPT)
2026-07-23 20:11:49, 25.32, 5.14, 36.14, 7.25, ALERT: Temp Error (25.32°C) | Salinity Error (36.14 PPT) | pH Error (7.25)
2026-07-23 20:11:50, 25.35, 7.22, 35.4, 7.56, ALERT: Temp Error (25.35°C)
2026-07-23 20:11:51, 22.77, 6.85, 28.6, 7.03, ALERT: pH Error (7.03)
2026-07-23 20:11:52, 14.78, 5.51, 26.91, 8.77, ALERT: Salinity Error (26.91 PPT) | pH Error (8.77)
2026-07-23 20:11:53, 15.86, 6.78, 28.0, 7.73, System Stable
2026-07-23 20:11:54, 12.98, 8.28, 29.21, 7.44, ALERT: Temp Error (12.98°C) | pH Error (7.44)
2026-07-23 20:11:55, 16.59, 6.06, 33.09, 7.66, System Stable
2026-07-23 20:11:56, 13.02, 6.91, 31.32, 8.19, ALERT: Temp Error (13.02°C)
2026-07-23 20:11:57, 15.71, 5.32, 29.79, 8.91, ALERT: pH Error (8.91)
2026-07-23 20:11:58, 12.22, 7.2, 26.74, 8.42, ALERT: Temp Error (12.22°C) | Salinity Error (26.74 PPT)
2026-07-23 20:11:59, 15.9, 5.54, 28.51, 7.86, System Stable
2026-07-23 20:12:00, 20.09, 7.59, 26.62, 8.41, ALERT: Salinity Error (26.62 PPT)
2026-07-23 20:12:01, 20.24, 8.41, 33.38, 8.86, ALERT: pH Error (8.86)
2026-07-23 20:12:02, 21.0, 7.2, 35.94, 7.03, ALERT: pH Error (7.03)
2026-07-23 20:12:03, 15.46, 7.53, 32.44, 7.06, ALERT: pH Error (7.06)
2026-07-23 20:12:04, 12.8, 6.04, 26.45, 7.62, ALERT: Temp Error (12.8°C) | Salinity Error (26.45 PPT)
2026-07-23 20:12:05, 12.96, 4.82, 26.92, 8.95, ALERT: Temp Error (12.96°C) | Low Oxygen (4.82 mg/L) | Salinity Error (26.92 PPT) | pH Error (8.95)
2026-07-23 20:12:06, 23.55, 7.07, 32.93, 8.08, System Stable
2026-07-23 20:12:07, 15.82, 7.27, 35.37, 8.6, ALERT: pH Error (8.6)
2026-07-23 20:12:08, 14.2, 6.08, 27.0, 7.57, ALERT: Salinity Error (27.0 PPT)
2026-07-23 20:12:09, 22.1, 4.28, 29.48, 7.03, ALERT: Low Oxygen (4.28 mg/L) | pH Error (7.03)
2026-07-23 20:12:10, 24.6, 7.58, 32.91, 7.21, ALERT: Temp Error (24.6°C) | pH Error (7.21)
2026-07-23 20:12:11, 15.47, 8.01, 32.63, 8.02, System Stable
2026-07-23 20:12:12, 20.67, 5.52, 33.74, 7.83, System Stable
2026-07-23 20:12:13, 13.79, 5.87, 27.41, 7.06, ALERT: Temp Error (13.79°C) | Salinity Error (27.41 PPT) | pH Error (7.06)
2026-07-23 20:12:14, 25.0, 4.82, 31.7, 8.02, ALERT: Temp Error (25.0°C) | Low Oxygen (4.82 mg/L)
2026-07-23 20:12:15, 12.3, 4.63, 27.09, 7.23, ALERT: Temp Error (12.3°C) | Low Oxygen (4.63 mg/L) | Salinity Error (27.09 PPT) | pH Error (7.23)
2026-07-23 20:12:16, 25.19, 4.33, 34.09, 7.65, ALERT: Temp Error (25.19°C) | Low Oxygen (4.33 mg/L)
2026-07-23 20:12:17, 21.96, 7.39, 34.87, 7.42, ALERT: pH Error (7.42)
2026-07-23 20:12:18, 25.76, 4.08, 35.32, 7.22, ALERT: Temp Error (25.76°C) | Low Oxygen (4.08 mg/L) | pH Error (7.22)
2026-07-23 20:12:19, 25.74, 5.97, 37.44, 8.38, ALERT: Temp Error (25.74°C) | Salinity Error (37.44 PPT)
2026-07-23 20:12:20, 20.1, 6.1, 34.36, 8.89, ALERT: pH Error (8.89)
2026-07-23 20:12:21, 22.91, 5.26, 29.04, 8.93, ALERT: pH Error (8.93)
2026-07-23 20:12:22, 21.38, 5.01, 37.55, 7.73, ALERT: Salinity Error (37.55 PPT)
2026-07-23 20:12:23, 15.93, 5.81, 32.96, 7.95, System Stable
2026-07-23 20:12:24, 21.12, 4.45, 32.79, 7.52, ALERT: Low Oxygen (4.45 mg/L)
2026-07-23 20:12:25, 25.65, 7.59, 37.17, 7.52, ALERT: Temp Error (25.65°C) | Salinity Error (37.17 PPT)
2026-07-23 20:12:26, 13.27, 8.09, 32.6, 8.11, ALERT: Temp Error (13.27°C)
2026-07-23 20:12:27, 24.16, 7.05, 34.81, 7.76, ALERT: Temp Error (24.16°C)
2026-07-23 20:12:28, 18.13, 6.7, 30.08, 7.56, System Stable
2026-07-23 20:12:29, 19.44, 6.23, 30.06, 8.51, ALERT: pH Error (8.51)
2026-07-23 20:12:30, 21.01, 4.36, 35.95, 8.09, ALERT: Low Oxygen (4.36 mg/L)
2026-07-23 20:12:31, 23.34, 6.1, 26.8, 7.44, ALERT: Salinity Error (26.8 PPT) | pH Error (7.44)
2026-07-23 20:12:32, 21.5, 6.83, 28.78, 7.95, System Stable
2026-07-23 20:12:33, 22.12, 4.15, 28.78, 8.78, ALERT: Low Oxygen (4.15 mg/L) | pH Error (8.78)
2026-07-23 20:12:34, 23.27, 8.37, 36.47, 8.92, ALERT: Salinity Error (36.47 PPT) | pH Error (8.92)
2026-07-23 20:12:35, 18.68, 7.95, 36.06, 7.63, ALERT: Salinity Error (36.06 PPT)
2026-07-23 20:12:36, 17.85, 5.81, 33.08, 8.85, ALERT: pH Error (8.85)
2026-07-23 20:12:37, 22.07, 6.16, 35.67, 8.91, ALERT: pH Error (8.91)
2026-07-23 20:12:38, 16.66, 4.2, 35.59, 8.73, ALERT: Low Oxygen (4.2 mg/L) | pH Error (8.73)
2026-07-23 20:12:39, 19.75, 4.05, 31.65, 8.96, ALERT: Low Oxygen (4.05 mg/L) | pH Error (8.96)
2026-07-23 20:12:40, 18.23, 5.19, 28.57, 7.81, System Stable
2026-07-23 20:12:41, 16.74, 6.76, 27.64, 8.68, ALERT: Salinity Error (27.64 PPT) | pH Error (8.68)
2026-07-23 20:12:42, 12.06, 7.38, 32.65, 7.55, ALERT: Temp Error (12.06°C)
2026-07-23 20:12:43, 19.29, 4.43, 29.91, 8.22, ALERT: Low Oxygen (4.43 mg/L)
2026-07-23 20:12:44, 22.41, 5.15, 35.78, 8.59, ALERT: pH Error (8.59)
2026-07-23 20:12:45, 13.94, 7.73, 26.03, 8.32, ALERT: Temp Error (13.94°C) | Salinity Error (26.03 PPT)
2026-07-23 20:12:46, 12.43, 8.34, 31.46, 8.55, ALERT: Temp Error (12.43°C) | pH Error (8.55)
2026-07-23 20:12:47, 15.12, 6.0, 28.47, 7.04, ALERT: pH Error (7.04)
2026-07-23 20:12:48, 23.81, 6.5, 31.13, 8.13, System Stable
2026-07-23 20:12:49, 13.08, 8.46, 29.52, 7.13, ALERT: Temp Error (13.08°C) | pH Error (7.13)
2026-07-23 20:12:50, 15.61, 5.52, 27.81, 7.93, ALERT: Salinity Error (27.81 PPT)
2026-07-23 20:12:51, 22.84, 4.54, 30.55, 8.48, ALERT: Low Oxygen (4.54 mg/L)
2026-07-23 20:12:52, 24.87, 7.82, 27.95, 7.15, ALERT: Temp Error (24.87°C) | Salinity Error (27.95 PPT) | pH Error (7.15)
2026-07-23 20:12:53, 18.4, 4.65, 30.41, 7.23, ALERT: Low Oxygen (4.65 mg/L) | pH Error (7.23)
2026-07-23 20:12:54, 21.42, 5.01, 36.99, 8.57, ALERT: Salinity Error (36.99 PPT) | pH Error (8.57)
2026-07-23 20:12:55, 22.56, 8.11, 26.01, 7.25, ALERT: Salinity Error (26.01 PPT) | pH Error (7.25)
2026-07-23 20:12:56, 19.23, 7.58, 37.85, 7.85, ALERT: Salinity Error (37.85 PPT)
2026-07-23 20:12:57, 21.27, 5.5, 28.38, 7.44, ALERT: pH Error (7.44)
2026-07-23 20:12:58, 23.34, 5.18, 29.68, 7.83, System Stable
2026-07-23 20:12:59, 20.09, 4.96, 32.81, 7.2, ALERT: Low Oxygen (4.96 mg/L) | pH Error (7.2)
2026-07-23 20:13:00, 24.61, 4.4, 30.93, 8.91, ALERT: Temp Error (24.61°C) | Low Oxygen (4.4 mg/L) | pH Error (8.91)
2026-07-23 20:13:01, 25.53, 4.27, 28.77, 7.94, ALERT: Temp Error (25.53°C) | Low Oxygen (4.27 mg/L)
2026-07-23 20:13:02, 23.65, 5.45, 33.17, 8.42, System Stable
2026-07-23 20:13:03, 20.63, 5.08, 37.27, 8.6, ALERT: Salinity Error (37.27 PPT) | pH Error (8.6)
2026-07-23 20:13:04, 22.28, 8.03, 35.58, 7.47, ALERT: pH Error (7.47)
2026-07-23 20:13:05, 22.12, 6.3, 29.48, 8.02, System Stable
2026-07-23 20:13:06, 14.6, 8.1, 31.7, 8.73, ALERT: pH Error (8.73)
2026-07-23 20:13:07, 18.61, 4.82, 30.47, 7.85, ALERT: Low Oxygen (4.82 mg/L)
2026-07-23 20:13:08, 20.13, 6.88, 34.71, 7.45, ALERT: pH Error (7.45)
2026-07-23 20:13:09, 20.25, 6.01, 30.94, 8.06, System Stable
2026-07-23 20:13:10, 19.99, 4.26, 30.04, 7.81, ALERT: Low Oxygen (4.26 mg/L)
2026-07-23 20:13:11, 20.08, 6.28, 35.31, 7.87, System Stable
2026-07-23 20:13:12, 25.97, 8.29, 29.15, 8.53, ALERT: Temp Error (25.97°C) | pH Error (8.53)
2026-07-23 20:13:13, 15.19, 8.36, 36.76, 8.23, ALERT: Salinity Error (36.76 PPT)
2026-07-23 20:13:14, 16.08, 5.99, 33.55, 7.23, ALERT: pH Error (7.23)
2026-07-23 20:13:15, 12.3, 6.29, 31.44, 7.84, ALERT: Temp Error (12.3°C)
2026-07-23 20:13:16, 15.92, 8.36, 26.98, 8.43, ALERT: Salinity Error (26.98 PPT)
2026-07-23 20:13:17, 12.27, 6.71, 36.54, 7.81, ALERT: Temp Error (12.27°C) | Salinity Error (36.54 PPT)
2026-07-23 20:13:18, 15.96, 7.03, 34.08, 8.59, ALERT: pH Error (8.59)
2026-07-23 20:13:19, 14.47, 7.27, 31.34, 8.78, ALERT: pH Error (8.78)
2026-07-23 20:13:20, 23.35, 7.93, 31.99, 8.24, System Stable
2026-07-23 20:13:21, 20.99, 6.63, 26.47, 7.19, ALERT: Salinity Error (26.47 PPT) | pH Error (7.19)
2026-07-23 20:13:22, 18.83, 4.51, 30.07, 7.58, ALERT: Low Oxygen (4.51 mg/L)
2026-07-23 20:13:23, 18.24, 7.67, 30.44, 7.02, ALERT: pH Error (7.02)
2026-07-23 20:13:24, 19.12, 7.1, 30.19, 8.88, ALERT: pH Error (8.88)
2026-07-23 20:13:25, 25.27, 6.75, 37.87, 7.41, ALERT: Temp Error (25.27°C) | Salinity Error (37.87 PPT) | pH Error (7.41)
2026-07-23 20:13:26, 17.36, 6.0, 37.86, 8.14, ALERT: Salinity Error (37.86 PPT)
2026-07-23 20:13:27, 16.14, 6.16, 35.51, 8.96, ALERT: pH Error (8.96)
2026-07-23 20:13:28, 19.72, 6.01, 32.28, 7.35, ALERT: pH Error (7.35)
2026-07-23 20:13:29, 24.03, 4.25, 33.23, 8.54, ALERT: Temp Error (24.03°C) | Low Oxygen (4.25 mg/L) | pH Error (8.54)
2026-07-23 20:13:30, 16.66, 4.93, 34.6, 8.67, ALERT: Low Oxygen (4.93 mg/L) | pH Error (8.67)
2026-07-23 20:13:31, 25.07, 5.79, 37.37, 8.63, ALERT: Temp Error (25.07°C) | Salinity Error (37.37 PPT) | pH Error (8.63)
2026-07-23 20:13:32, 18.77, 5.03, 27.09, 8.47, ALERT: Salinity Error (27.09 PPT)
2026-07-23 20:13:33, 20.53, 7.11, 31.81, 8.87, ALERT: pH Error (8.87)
2026-07-23 20:13:34, 24.99, 8.12, 27.67, 7.68, ALERT: Temp Error (24.99°C) | Salinity Error (27.67 PPT)
2026-07-23 20:13:35, 14.38, 6.88, 31.36, 7.43, ALERT: pH Error (7.43)
2026-07-23 20:13:36, 18.5, 5.74, 36.94, 7.24, ALERT: Salinity Error (36.94 PPT) | pH Error (7.24)
2026-07-23 20:13:37, 16.68, 5.28, 36.82, 8.88, ALERT: Salinity Error (36.82 PPT) | pH Error (8.88)
2026-07-23 20:13:38, 19.59, 6.99, 36.66, 8.66, ALERT: Salinity Error (36.66 PPT) | pH Error (8.66)
